workbook_row,creature_id,common_name,scientific_name_printed,outcome,reasons,workbook_human_review_required,source_id,source_book_page,source_pdf_page,source_tile,identity_confidence,identity_confidence_score,text_transcription_confidence,source_title_common_ocr,source_title_scientific_ocr,identification_evidence
74,505cecfb-d43f-549a-986a-02da898f604e,Ternate Damsel,Amblyglyphidodon ternatensis,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-1AFE8DCD,62,63,mr,high,100,medium,,,ID: Whitish often with yellow hue and silvery reflections on j forehead and back; upper edge of tail base blackish and yellow ventral fins. Usually form groups. Shelter within branching corals of protected coastal reefs to 12 m.
75,f6107014-2815-50ab-94e5-a90faf5a394e,Buan Goby,Amblygobius buanensis,included,,True,SRC-9E86D1C5,314,315,mr,high,100,high,,,"ID: Pale gray with 3 reddish to dark stripes on upper body 5 diffuse dark gray blotches on mid to lower side, pair of white spots on tail base. Solitary or in pairs. Silty shores often near mangroves ta 3-25 m."
76,f71a60ad-7332-55cb-8088-ffc5adbae130,Freckled Goby,Amblygobius bynoensis,pending_review,no identification description,True,SRC-669CE579,315,316,bl,high,100,high,,,
77,86d21865-e1bd-56c8-a7e1-dcca1ddbf9b1,Crosshatch Goby,Amblygobius decussatus,included,,True,SRC-62CDDB84,314,315,ml,high,100,high,,,"ID: Pale bluish gray: about 9 orange body bars intersect about 5 orange stripes, 2 of the stripes extend onto head with dark borders, orange spot on tail base. Silt and mud and fine-sand bottoms of lagoons and sheltered bays in 3-25 m."
78,b15ce03b-3f0c-5f85-83bc-0f58a23f2bee,Snoutspot Goby,Amblygobius esakiae,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-A1032697,315,316,br,high,100,medium,,,"ID: Dull brownish to blue-gray; dark spots on snout, broken black stripe behind eye and another from gill cover through pectoral base onto body. In pairs. Silt or sand bottoms of estuaries and sheltered bays in 2-15 m."
79,54ff8265-8dd3-561f-ac8b-3c94d57cd24c,Yellowstripe Goby,Amblygobius hectori,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-5C39A0C9,314,315,tl,high,100,medium,,,"ID: Dark brown with 4 bright yellow stripes; black spot on 1st dorsal fin, yellow-edged black spot on 2nd dorsal fin and black spot on upper tail base. Solitary. Sand bottoms near base of reef formations in 3-30 m."
80,5ff62de6-cf73-5610-abbb-56f8ba88bda1,Nocturn Goby,Amblygobius nocturnus,pending_review,identity confidence is below the inclusion threshold; account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-0E4CF18B,314,315,bl,high,94.2,medium,,,ID: Pale gray with orangish stripe from snout through eye and fading onto body. Solitary or in pairs. Silt and mud and fine-sand bottoms of lagoons and sheltered bays in 3-25 m.
81,3f2c4104-972b-5406-8336-5330d6fd1bcc,Banded Goby,Amblygobius phalaena,pending_review,account transcription confidence is not high; no identification description,True,SRC-62A94D4D,315,316,ml,high,100,medium,,,
82,ec0c16ae-cbcb-5b25-8d67-0e07393d0c42,Old Glory Goby,Amblygobius rainfordi,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-D79225EF,314,315,tr,high,100,medium,,,"ID: Charcoal-gray: 5 orange stripes, row of white spots on upper back, yellow-edged black spot on 2nd dorsal fin and black spot on upper tail base. Solitary or form small groups. Sand bottoms near base of reef formations in 3-30 m."
83,0efb6da7-1078-5f70-844b-b1b324969c2b,Sphynx Goby,Amblygobius semicinctus,included,,True,SRC-6666665E,315,316,tr,high,100,high,,,"ID: Dark greenish brown; 6 black-edged white bars on belly irregular white spots on cheek and body, dark spot on upper tail base; filamentous 1st dorsal fin. Sand and rubble bottoms of reef flats and sheltered shores in 1-20 m. | ee fatten “Goniieee D: Sreenioh brown: ; 6 6 bhack- edged Wl oni bey, gegen pens co chad and hoy, Gack spot cn wpe base; filamentous 1st dorsal fin. Sand and rubble Honame al root fess Got sheered shores in 1-20"
84,cad0b06b-183d-5822-a574-c6453e9227ec,Sphynx Goby,Amblygobius sphynx,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-0AE70B73,315,316,tl,high,100,medium,,,ID: Yellowish or greenish brown; 5-6 dark brown bars interspersed with white bar-like markings. Solitary or in pairs. Sheltered sand bottoms or seagrass beds in 1-20 m
85,cef722c3-3ee4-562f-8d80-3a5ce0a1da4e,Black-banded Demoiselle,Amblypomacentrus breviceps,pending_review,account transcription confidence is not high; no identification description,True,SRC-30FE47FF,63,64,ml,high,100,medium,,,
86,5444daae-f71a-5f48-a0f1-7264b6540c54,Banggai Demoiselle,Amblypomacentrus clarus,pending_review,identity confidence is below the inclusion threshold; account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-5BED92A4,63,64,mr,high,99.8,medium,,,"ID: Similar to Black-banded Demoiselle, [previous], but dark bars more intense and not joined by dark dorsal fin margin also lack brownish tones and no yellow on young. Usually form small groups. Silty sand bottoms of sheltered bays and harbors in 15-30 m."
87,510759f2-5e56-5262-898e-4795e443e20f,Ocellated Coralfish,Amphichaetodon howensis,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-DC74DAEE,27,28,bl,high,100,medium,,,"ID: Altemating black and silver-whuite bars; yellow hue on. back. On rocky reefs with some live corals. Typically at least 50 m, but occasionally shallow."
88,8d50cac8-798a-5abd-9bc3-1dcd62554265,Skunk Anemonefish,Amphiprion akallopisos,pending_review,no identification description,True,SRC-A3557FC6,64,65,tl,high,100,high,,,
89,d6236911-480c-5612-a473-a7872f19838c,Barrier Reef Anemonefish,Amphiprion akindynos,pending_review,account transcription confidence is not high,True,SRC-0DD4EF02,66,67,tr,high,100,medium,,,"pait of white or pale bluish bars, 1D; Light to dank brown: Re head. bar often. Sonstiiched ot digcontinuous Gin actoss top of head, Live with at least 6. species in 3-25.m,"
90,87727436-cafc-58b3-8818-f77fcbf554b7,Spinecheek Anemonefish,Premnas biaculeatus,included,,True,SRC-2D889F83,67,68,mr,high,100,high,,,ID: Mole- Brilliant red to brownish red with 3 narrow white to gray bars; pair of long spines on cheek. Live in Bulb-tentacle Anemone to 18 m.
91,fc19506c-26a7-5295-94f9-8ea7392c63a5,Orange-finned Anemonefish,Amphiprion chrysopterus,pending_review,account transcription confidence is not high; no identification description,True,SRC-6ADF46E9,64,65,bl,high,100,medium,,,
92,24e5ea29-f314-5073-b0f1-33cae6aa1dcd,Clark's Anemonefish,Amphiprion clarkii,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-AAFB2325,65,66,tl,high,100,medium,,,"ID: Black to entirely orange with pair of white or pale bluish bars, second bar wide; tai) white or yellow, usually with abrupt. boundary if body dark; other fins variably black to yellow- orange. Live with 10 anemone species to 55 m."
93,ede59589-a226-5d66-abd3-54fe330db542,Red Saddleback Anemonefish,Amphiprion ephippium,pending_review,account transcription confidence is not high,True,SRC-79D368B8,66,67,br,high,100,medium,,,"—_‘ID: Rad toreddish orange with varisble amount of black an rear borty (no pial bast; ae ber Leg Nae, savant sacart anon pwiite bead ial reels ige 16m. Bast Indian Oosan: Andaman Sea to Sumatra and Jaya in"
94,307d119a-c18f-5993-ace3-ade1a5cbfe7e,Tomato Anemonefish,Amphiprion frenatus,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-2AD25F03,65,66,ml,high,100,medium,,,ID: Made - Orange to red with a single white or pale bluish head bar; male considerably smalter than female. Live with Bulb- Tentacle Anemone on reefs to 12 m.
95,204faa4f-48e4-554f-a24a-64711ec1042d,Wide-band Anemonefish,Amphiprion latezonatus,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-910E651B,66,67,bl,high,100,medium,,,ID: Dark brown to black with wide pyramid-shaped white area covering most of side; white bar on head and across tail base. Live most commonly with Leathery Anemone on rocky and inshore reefs in 10-45 m.
96,85db1c57-5a28-50bf-ba36-1715f863256f,White-Bonnet Anemonefish,Amphiprion leucokranos,pending_review,account transcription confidence is not high; no identification description,True,SRC-36476CAF,64,65,mr,high,100,medium,,,
97,8439dc39-4aca-5c2a-84a0-9a4f1b0b1052,McCulloch's Anemonefish,Amphiprion mecullochi,included,,True,SRC-D1717E40,66,67,tl,high,100,high,,,ID: Dark brown to black with whitish snout and tail; white head bar does not cross over head. Lagoons and rocky shoreline reefs. Live most commonly with Bull-Tentacle Anemone in 2-45 m.
98,c059528c-f884-5b96-b67b-d912a33846b1,Red and Black Anemonefish,Amphiprion melanopus,included,,True,SRC-E164A444,65,66,bl,high,100,high,,,ID: Reddish orange with variable amounts of black on sides; a white to pale bluish bar on head. Young are overall reddish orange with 2-3 narrow white bars. Live with 3 anemone species in lagoons and outer reefs to 10 m.
99,7ebe7f91-c40d-5a59-9ba7-ae78b9f3b207,False Clown Anemonefish,Amphiprion ocellaris,pending_review,identity confidence is below the inclusion threshold; account transcription confidence is not high,True,SRC-2CB949C7,67,68,tl,high,97.6,medium,,,"ID: Orange with 3 white bars, middle bar has forward-projecting bulge; variable amounts of black edging on bars and fins. Shoreline reefs to 15m. | WD: Ormnge wt 5. white bars, riche bar ses freee gncieing = Shoveline reefs to 16 1"
100,96286484-6a1a-599a-af20-aa32f53d780a,Big-lip Damsel,Amphiprion percula,pending_review,identity confidence is below the inclusion threshold; identification descriptions are not high-confidence transcriptions,True,SRC-BE86D5BA,67,68,br,low,55.1,high,,,i Brown: ian igwollen Saborsd storing eelove 9
101,5a9d2557-1ac8-5a27-a207-a10cd805a8ed,White-Bonnet Anemonefish,Amphiprion perideraion,pending_review,identity confidence is below the inclusion threshold,True,SRC-790F955E,64,65,ml,high,96,high,,,"ID: Pink to orange; narrow white head bar, and white dorsal stripe from between eyes to tail. Live with 4 anemone species but most commonly with the Magnificent Anemone on reefs in 3-20 m."
102,1a4d2ed5-661e-54ea-babc-90346c70bd83,Saddleback Anemonefish,Amphiprion polymnus,pending_review,identity confidence is below the inclusion threshold,True,SRC-D5629C0E,66,67,ml,high,95.4,high,,,ID: Varying amounts of black to dark brown and yellow- orange; white head bar and broad somewhat forward slanting mid-body bar: white edging on black tail. Usually with Haddon's Anemone on sandy bottoms in 2-36 m.
103,f647c25c-6bf5-53f9-bb4e-1b5694b0f6a6,Northwest Australian Anemonefish,Amphiprion rubrocinctus,pending_review,identity confidence is below the inclusion threshold; account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-EFD49385,67,68,ml,high,95.6,medium,,,ID: Red to orange with variable amounts of black on head and body; white or pale bluish head bar {in larger females often narrow with poorly defined edges). Similar Tomato and Black and Red Anemonefish [previous] distinguished by location. Live with Bulb-tentacle Anemone on reefs to 8 m.
104,c9d72d7b-3fb3-51e0-a77d-71f200cc3f34,Orange Anemonefish,Amphiprion sandaracinos,pending_review,account transcription confidence is not high; no identification description,True,SRC-A7DA3129,64,65,tr,high,100,medium,,,
105,57b0c496-5e62-5c35-ba27-1114cd362637,Sebae Anemonefish,Amphiprion sebae,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-735C3E3C,66,67,mr,high,100,medium,,,1D: Varin amount of Had to dak brown and yor orange; ‘broad somewhat fonvand slanting ithe head bas end) mid-body ber; white on black tail Usually with Haddon's Anemone-on sary’ in2-35m
106,8117323c-8543-56c3-b65c-1754f58c2849,Threeband Anemonefish,Amphiprion tricinctus,pending_review,identity confidence is below the inclusion threshold; no identification description,True,SRC-E7DE3E3A,64,65,br,medium,78.6,high,,,
107,1d3e78d8-05df-5778-af5b-6568f1847926,Bearded Filefish,Anacanthus barbatus,included,,True,SRC-F64F7F5C,413,414,br,high,100,high,,,ID: Elongate with long dark barbel (beard) extending from chin; shades of brown with netted pattern of dark markings and dusky bars. Solitary or small groups in mixed sand-weed areas. Coastal reefs and mangrove estuaries in 3-20 m.
108,e979a8ba-3092-51e7-977c-0c8f3166cd31,Blue-spotted Wormfish,Anampses caeruleopunctatus,pending_review,account transcription confidence is not high,True,SRC-F53137A1,206,207,ml,high,100,medium,,,3D: TP - Green to browmiish green with bine to blue-green veatical stzeak on each scale; yellow to lime-green bar on forebody. ‘Solibary of with one or more females. Solitary or in pairs; bury ‘insend ot right. Shallow coral o¢ rocky reefs to 30:m. Tndo-Pantilc: Rod Sea.and &. Africa to Raster ls. in soutlieastem
109,75f658eb-a4f4-5a43-980c-5d1d0338ea9a,Elegant Wormfish,Anampses elegans,pending_review,identity confidence is below the inclusion threshold; account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-45DFE519,207,208,mr,low,,low,,,—_— TD: Yellowish white vrith pele bine vertical lines or spots on. Stems cevaoe sions a COVST ARG Of Tear. andanal fing. Pa
110,2da89800-d1d6-57b4-b657-f27206abc138,Feminine Wormfish,Anampses femininus,pending_review,no identification description,True,SRC-79E5BC45,206,207,tl,high,100,high,,,
111,767fffe6-58ae-57e8-9002-6c89f4ec5947,Geographic Wormfish,Anampses geographicus,pending_review,account transcription confidence is not high; identification descriptions are not high-confidence transcriptions,True,SRC-BDFE1AF8,207,208,bl,high,100,medium,,,"ID: 1? - Brown to alive with thin dark bluish outlines on scales line markings on head, narrow bluish borders on dorsal, anal and tail fins. Solitary. Mix with algae and soft corals on reef tops and slopes to 25 m."
